aer_ratings_tag,country_regional_group,country_classification__om__5_jan_2018_,department,project_name,modality,mode_of_financial_assistance,modality__financing_,source_of_funds,approved_amount__usd_mil_,disbursed_amount__usd_mil_,signed__committed_amount__usd_mil_,approval_date,approval_year,loan_grant_signing,loan_grant_effectivity__original_,loan_grant_effectivity__actual_,closing_date__estimate__ctl,closing_date__actual___ctl_,cofin__app_usd_mil_,cofin__act_usd_mil_,proj_cost__app_usd_mil_,proj_cost__act_usd_mil_,primary_sector__pcs_2014_,rrp_circulation_date__bod_,pcr_circulation_date__bod_,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrower_performance,pcr_ea_performance,pcr_adb_performance,pvr_circulation_date,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb__performance,pcr_quality,pper_circulation_date__bod_,pper_overall_rating,pper_relevance,pper_effectiveness,pper_efficiency,pper_sustainability,pper_borrower_performance,pper_ea_performance,pper_adb_performance,source_of_latest_rating,aer_reporting_year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
1,Central and West Asia,Regular OCR-only,CWRD,Women’s Entrepreneurship Support Sector Development Program,Program/Project,SDP loan,SDP,COL,40.0,36.59,40.0706328,2012,2012.0,2012.0,,2012.0,2017.0,2018.0,0.0,0.0,40.0,36.59,FIN,,2018.0,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Women’s Entrepreneurship Support Sector Development Program,Program,SDP - Program loan,,COL,20.0,19.09,20.0353164,2012,2012.0,2013.0,,2013.0,2017.0,2015.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Women’s Entrepreneurship Support Sector Development Program (FIL),Program,SDP - Program loan,,COL,20.0,17.5,20.0353164,2012,2012.0,2013.0,,2013.0,2017.0,2018.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Post-Literacy and Continuing Education Project,Project,Project loan,Project loan,"COL/Department for International Development/Swiss Agency for
Development and Cooperation, SDC",77.0,39.15,64.05514242,2001,2001.0,2002.0,,2002.0,2013.0,2017.0,12.0,5.37,99.7,51.5,EDU,,2018.0,less than successful,less than relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Post-Literacy and Continuing Education Project,Project,Project loan,,COL,65.0,33.78,64.05514242,2001,2001.0,2002.0,,2002.0,2013.0,2017.0,,,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Post-Literacy and Continuing Education Project,Project,Project grant,,"Department for International Development/ Swiss Agency for
Development and Cooperation, SDC",12.0,5.37,,2001,2001.0,2002.0,,,2008.0,2017.0,12.0,5.37,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,Kyrgyz Republic: CAREC Corridor 1 (Bishkek–Torugart Road) Project 3,Project,Project loan/grant,Project loan/grant,COL/ADF,70.1,64.56,69.96338472,2011,2011.0,2011.0,,2012.0,2017.0,2018.0,0.0,0.0,88.0,82.15,TRA,,2019.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Kyrgyz Republic: CAREC Corridor 1 (Bishkek–Torugart Road) Project 3,Project,Project loan,,COL,55.0,51.05,55.11809136,2011,2011.0,2011.0,,2012.0,2017.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Kyrgyz Republic: CAREC Corridor 1 (Bishkek–Torugart Road) Project 3 (Additional Financing),Project,Project loan,,COL,10.8,9.36,10.54529336,2014,2014.0,2014.0,,2015.0,2017.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Kyrgyz Republic: CAREC Corridor 1 (Bishkek–Torugart Road) Project 3 (Additional Financing),Project,Project grant,,ADF,4.3,4.14,4.3,2014,2014.0,2014.0,,2015.0,2017.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Sustainable Rural Infrastructure Development Project in Northern Mountain Provinces,Project,Project loan,Project loan,COL,108.0,96.15,111.0564285,2010,2010.0,2011.0,,2011.0,2017.0,2018.0,0.0,0.0,138.0,127.1,TRA,,2019.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Sustainable Rural Infrastructure Development Project in Northern Mountain Provinces,Project,Project loan,,COL,82.0,72.89,84.32030424,2010,2010.0,2011.0,,2011.0,2017.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Sustainable Rural Infrastructure Development Project in Northern Mountain Provinces,Project,Project loan,,COL,26.0,23.26,26.73612426,2010,2010.0,2011.0,,2011.0,2017.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Strengthening Water Management and Irrigation Systems Rehabilitation Project,Project,Project loan,Project loan,COL,100.0,89.51,98.82893994,2010,2010.0,2010.0,,2011.0,2016.0,2018.0,28.0,22.9,179.0,160.2,ANR,,2019.0,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Pacific,OCR Blend,PARD,Highlands Region Road Improvement Investment Program—Project 1,Project,MFF-Tranche (Loan),MFF - tranche,COL,100.0,99.41,99.8726098,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,0.0,0.0,140.0,139.4,TRA,,2019.0,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Pacific,OCR Blend,PARD,Highlands Region Road Improvement Investment Program—Project 1,Project,MFF-Tranche (Loan),,COL,71.2,70.49,71.1098444,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Pacific,OCR Blend,PARD,Highlands Region Road Improvement Investment Program—Project 1,Project,MFF-Tranche (Loan),,COL,28.8,28.93,28.7627654,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Health Human Resources Sector Development Program,Program/Project,SDP loan,SDP,COL/Government of Australia,71.0,69.25,71.87142644,2010,2010.0,2010.0,,2011.0,2017.0,2017.0,11.0,10.146,77.57,72.04,HLT,,2019.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Health Human Resources Sector Development Program ,Program,SDP - Program loan,,COL,30.0,31.27,30.43571322,2010,2010.0,2010.0,,2011.0,2013.0,2014.0,,,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Health Human Resources Sector Development Program,Project,SDP - Project loan,,COL,30.0,27.83,30.43571322,2010,2010.0,2010.0,,2011.0,2017.0,2017.0,,,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Health Human Resources Sector Development Program,Project,SDP - Project grant,,Government of Australia,11.0,10.15,11.0,2010,2010.0,2010.0,,2011.0,2016.0,2017.0,11.0,10.146,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Madhya Pradesh State Roads Project III,Project,Project loan,Project loan,OCR,300.0,222.11,300.0,2011,2011.0,2011.0,,2011.0,2016.0,2016.0,0.0,0.0,375.0,276.8,TRA,,2019.0,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Second Urban Governance and Infrastructure Improvement (Sector) Project,Project,Sector loan,Sector loan,COL,87.0,392.39,82.6152678,2008,2008.0,2008.0,,2006.0,2015.0,2016.0,40.8,44.66,167.5,168.41,TRA,,2017.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,Urban Infrastructure Development Project,Project,Project loan,Project loan,COL,24.6,23.56,24.43260967,2006,2006.0,2006.0,,2007.0,2012.0,2016.0,0.0,0.0,30.75,30.25,WUS,,2017.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,Green Power Development Project,Project,Project loan,Project loan,COL/OCR/ADF/ACEF,145.28,140.5,144.88259495,2008,2008.0,2009.0,,2009.0,2013.0,2015.0,55.46,55.0,234.5,266.3,ENE,,2017.0,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Green Power Development Project,Project,Project loan,,OCR,51.0,51.0,51.0,2008,2008.0,2009.0,,2009.0,2013.0,2014.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Green Power Development Project,Project,Project loan,,COL,29.0,29.4,28.23086288,2008,2008.0,2009.0,,2009.0,2013.0,2014.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Green Power Development Project (Additional Financing),Project,Project loan,,COL,39.0,35.1,39.37173207,2013,2013.0,2013.0,,2013.0,2014.0,2015.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Green Power Development Project,Project,Project grant,,ADF,25.28,24.1,25.28,2008,2008.0,2009.0,,2009.0,2013.0,2015.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Green Power Development Project,Project,Project grant,,Asian Clean Energy Fund under the Clean Energy Financing Partnership Facility,1.0,0.9,1.0,2008,2008.0,2009.0,,2009.0,2013.0,2014.0,1.0,0.9,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Tonle Sap Lowlands Rural Development Project,Project,Project loan,Project loan,COL/ADF,20.0,19.61,20.10548178,2007,2007.0,2008.0,,2008.0,2015.0,2016.0,0.0,0.0,24.0,21.76,ANR,,2017.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Tonle Sap Lowlands Rural Development Project,Project,Project loan,,COL,10.1,9.73,10.20548178,2007,2007.0,2008.0,,2008.0,2015.0,2016.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Tonle Sap Lowlands Rural Development Project,Project,Project grant,,ADF,9.9,9.88,9.9,2007,2007.0,2008.0,,2008.0,2015.0,2016.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program ,Program,Programmatic Approach Policy-Based Lending (loan),Programmatic Approach Policy-Based Lending,COL/OCR,250.0,245.96,249.09419388,2014,2014.0,2014.0,,2014.0,2014.0,2016.0,0.0,0.0,250.0,245.96,PSM,,2017.0,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program ,Program,Program loan,,OCR,16.0,16.0,16.0,2014,2014.0,2014.0,,2014.0,2014.0,2015.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program ,Program,Program loan,,COL,59.0,57.5,57.63413344,2014,2014.0,2014.0,,2015.0,2014.0,2015.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program (Subprogram 2),Program,Program loan,,OCR,22.0,21.37,22.2685322,2015,2015.0,2015.0,,2015.0,2015.0,2015.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program (Subprogram 2),Program,Program loan,,COL,53.0,52.39,53.16416946,2015,2015.0,2015.0,,2015.0,2015.0,2015.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program (Subprogram 3),Program,Program loan,,OCR,50.0,50.0,50.0,2016,2016.0,2016.0,,2016.0,2016.0,2016.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Improving Domestic Resource Mobilization for Inclusive Growth Program (Subprogram 3),Program,Program loan,,COL,50.0,48.7,50.02735878,2016,2016.0,2016.0,,2016.0,2016.0,2016.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Madhya Pradesh Power Sector Investment Program (Tranche 5) ,Project,MFF-Tranche (Loan),MFF - tranche,OCR,166.0,134.02,166.0,2009,2009.0,2009.0,,2009.0,2013.0,2015.0,0.0,0.0,270.2,163.8,ENE,,2017.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Power Grid Transmission (Sector) Project,Project,Sector loan,Sector loan,OCR,400.0,400.0,400.0,2004,2004.0,2005.0,,2006.0,2009.0,2012.0,0.0,0.0,568.0,602.2,ENE,,2017.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Rajasthan Urban Sector Development Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,60.0,50.02,60.0,2007,2007.0,2008.0,,2008.0,2013.0,2015.0,0.0,0.0,75.0,63.54,WUS,,2017.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Project 1,Project,MFF-Tranche (Loan),MFF - tranche,OCR/OFID,46.5,41.05,46.5,2008,2008.0,2009.0,,2009.0,2013.0,2018.0,30.0,24.55,66.4,62.13,ANR,,2017.0,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Project 1,Project,MFF-Tranche (Loan),,OCR,16.5,16.5,16.5,2008,2008.0,2009.0,,2009.0,2013.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Project 1,Project,MFF-Tranche (Loan),,OFID,30.0,24.55,30.0,2008,2008.0,2009.0,,2009.0,2013.0,2018.0,30.0,24.55,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Agribusiness Infrastructure Development Investment Program (Tranche 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,24.3,0.52,24.3,2011,2011.0,2012.0,,2012.0,2015.0,2016.0,0.0,0.0,30.3,0.88,ANR,,2017.0,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory,,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Uttarakhand State-Road Investment Program (Project 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,50.0,40.35,50.0,2007,2007.0,2007.0,,2008.0,2012.0,2013.0,0.0,0.0,74.0,63.0,TRA,,2017.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Uttarakhand Power Sector Investment Program – Tranche 2,Project,MFF-Tranche (Loan),MFF - tranche,OCR,62.4,9.31,62.4,2008,2008.0,2009.0,,2009.0,2012.0,2017.0,0.0,0.0,89.14,13.1,ENE,,2017.0,less than successful,less than relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Uttarakhand Power Sector Investment Program – Tranche 3,Project,MFF-Tranche (Loan),MFF - tranche,OCR,30.6,25.41,30.6,2009,2009.0,2009.0,,2009.0,2012.0,2017.0,0.0,0.0,42.43,34.24,ENE,,2017.0,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,Southeast Asia,Regular OCR-only,SERD,Inclusive Growth through Improved Connectivity Program (Subprograms 1 and 2),Program,Program loan,Program loan,OCR,700.0,700.0,700.0,2012,2012.0,2012.0,,2012.0,2014.0,2014.0,0.0,0.0,700.0,700.0,TRA,,2017.0,successful,highly relevant,effective,nr,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Inclusive Growth through Improved Connectivity Program (Subprogram 1),Program,Program loan,,OCR,300.0,300.0,300.0,2012,2012.0,2012.0,,2012.0,2013.0,2013.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Inclusive Growth through Improved Connectivity Program (Subprogram 2),Program,Program loan,,OCR,400.0,400.0,400.0,2013,2013.0,2013.0,,2013.0,2014.0,2014.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
1,Southeast Asia,Regular OCR-only,SERD,"Infrastructure Reform Sector Development Program (Subprograms 1, 2, and 3, and  Infrastructure Project Development Facility)",Program/Project,SDP loan,SDP,OCR/Government of the Netherlands,914.06,905.16,914.33054975,2006,2006.0,2006.0,,2006.0,2012.0,2016.0,7.56,2.96,918.76,908.06,PSM,,2017.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory (program); less than satisfactory (project),,successful,highly relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Infrastructure Reform Sector Development Program (Subprogram 1),Program,SDP - Program loan,,OCR,400.0,400.0,400.0,2006,2006.0,2006.0,,2006.0,2007.0,2006.0,,,,,FIN,,2017.0,nr,nr,effective,efficient,likely sustainable,nr,nr,satisfactory,,nr,highly relevant,less than effective,efficient,less than likely sustainable,nr,nr,nr,-,,na,na,na,na,na,na,na,na,PVR,2018.0,,,,,,,,
